time,dataretrieval_count,dataretrieval_waiting,dataretrieval_occupancy,datauptader_count,dataupdater_waiting,dataupdater_occupancy
29000.0,0.0,0.0,1.0,0.0,0.0,0.7072386343133986
30000.0,33.0,27.0,0.4168198668317714,33.0,57.0,0.35
31000.0,0.0,0.0,0.35,0.0,0.0,0.5762883601668132
32000.0,33.0,57.0,1.0,33.0,87.0,1.0
33000.0,0.0,0.0,1.0,0.0,0.0,0.6547005082996543
34000.0,30.0,0.0,1.0,33.0,27.0,1.0
35000.0,0.0,0.0,1.0,0.0,0.0,0.9343670147690148
36000.0,33.0,57.0,1.0,33.0,87.0,1.0
37000.0,33.0,27.0,1.0,25.0,0.0,0.4508393714041321
38000.0,33.0,42.0,0.3947563644634204,33.0,32.0,0.38515766650575567
39000.0,33.0,27.0,1.0,19.0,0.0,0.9848411989623346
40000.0,33.0,87.0,1.0,33.0,74.0,0.8539457923929744
41000.0,33.0,42.0,0.35,25.0,0.0,0.35
42000.0,33.0,87.0,0.4275426542723404,33.0,58.0,1.0
43000.0,33.0,42.0,0.9041974853712428,23.0,0.0,0.8698963620621284
44000.0,33.0,72.0,0.35,33.0,47.0,0.775956506647462
45000.0,33.0,42.0,0.5363915797114538,26.0,0.0,0.5912754357449294
46000.0,33.0,57.0,1.0,33.0,14.0,0.6045946936828667
47000.0,33.0,41.0,0.7374929635368713,20.0,0.0,0.35
48000.0,33.0,102.0,1.0,33.0,99.0,0.7878902962238324
49000.0,33.0,42.0,1.0,31.0,0.0,0.8028534485980114
50000.0,33.0,57.0,0.598180365471283,33.0,30.0,0.35
51000.0,33.0,42.0,0.46041185965555437,19.0,0.0,0.3549500934174422
52000.0,33.0,72.0,1.0,33.0,43.0,0.8275524988584084
53000.0,33.0,42.0,1.0,26.0,0.0,0.5373956029379229
54000.0,33.0,72.0,1.0,33.0,50.0,1.0
55000.0,33.0,42.0,1.0,33.0,1.0,0.5808758060511533
56000.0,33.0,102.0,1.0,33.0,77.0,0.5091002435970098
57000.0,33.0,42.0,1.0,30.0,0.0,0.7375012481097484
58000.0,33.0,57.0,1.0,33.0,27.0,1.0
59000.0,33.0,42.0,0.5153150791983558,26.0,0.0,0.35
60000.0,33.0,87.0,1.0,33.0,69.0,0.4688361652217638
61000.0,33.0,42.0,1.0,27.0,0.0,0.35
62000.0,33.0,57.0,0.4132321847946593,33.0,20.0,0.5898548548831051
63000.0,33.0,42.0,1.0,19.0,0.0,0.49836777273947974
64000.0,33.0,87.0,1.0,33.0,73.0,0.49763735936629877
65000.0,33.0,42.0,1.0,29.0,0.0,0.9148459010681
66000.0,33.0,72.0,1.0,33.0,49.0,1.0
67000.0,33.0,42.0,1.0,24.0,0.0,0.5805883502780435
68000.0,33.0,72.0,0.35,33.0,44.0,1.0
69000.0,33.0,42.0,0.4701853789236556,31.0,0.0,0.35
70000.0,33.0,72.0,1.0,33.0,13.0,0.6635373720167106
71000.0,33.0,42.0,1.0,17.0,0.0,0.35
72000.0,33.0,102.0,1.0,33.0,103.0,1.0
73000.0,33.0,42.0,0.35,27.0,0.0,0.35
74000.0,33.0,56.0,1.0,33.0,17.0,1.0
75000.0,33.0,42.0,1.0,23.0,0.0,0.35
76000.0,33.0,72.0,1.0,33.0,43.0,1.0
77000.0,33.0,42.0,0.4310824036512456,31.0,0.0,0.5021950103312426
78000.0,33.0,72.0,1.0,33.0,47.0,1.0
79000.0,33.0,42.0,0.35,29.0,0.0,0.35
80000.0,33.0,87.0,1.0,33.0,79.0,1.0
81000.0,33.0,42.0,0.35,31.0,0.0,0.35
82000.0,33.0,57.0,1.0,33.0,20.0,0.8980542894407137
83000.0,33.0,42.0,0.47959663620261045,20.0,0.0,0.35
84000.0,33.0,102.0,0.9698115044026383,33.0,71.0,0.35
85000.0,33.0,42.0,1.0,31.0,0.0,0.35
86000.0,33.0,57.0,1.0,33.0,22.0,0.47206694510999925
