id,start_t,end_t,ip,long,lat,request_type,request_params,response
3_kettle,755.0808275523985,855.6471817277697,111.76.198.154,26.112236710835937,44.43399288260061,1,metric_update7.55,200
4_window,800.0,859.0612809490748,155.229.120.199,26.106921119685875,44.432326369743386,2,data_8.00,200
8_kettle,744.5692337635215,863.2470297036969,60.237.223.45,26.104837957757397,44.43002311166442,1,metric_update7.45,200
4_kettle,759.0698877185425,875.2284753959132,195.51.232.97,26.106921119685875,44.432326369743386,1,metric_update7.59,200
2_kettle,759.9784740523818,879.566516106726,255.1.207.153,26.109754856898544,44.434120413052355,1,metric_update7.60,200
1_flower,1000.0,1032.4033439572177,102.63.28.151,26.10444037846354,44.432319443958704,2,data_10.00,200
4_brush,1000.0,1033.5965984184138,233.161.250.111,26.106921119685875,44.432326369743386,2,data_10.00,200
0_flower,1000.0,1034.7229818381845,80.142.186.215,26.106591324807194,44.43551573075945,2,data_10.00,200
2_brush,1000.0,1035.5747488294217,28.17.247.53,26.109754856898544,44.434120413052355,2,data_10.00,200
3_flower,1000.0,1037.056116850028,28.142.174.233,26.112236710835937,44.43399288260061,2,data_10.00,200
2_flower,1000.0,1047.8510531935008,16.67.90.16,26.109754856898544,44.434120413052355,2,data_10.00,200
1_window,1000.0,1048.3833279481182,149.167.109.121,26.10444037846354,44.432319443958704,1,metric_update10.00,200
3_brush,1000.0,1050.2563766081228,184.129.57.185,26.112236710835937,44.43399288260061,2,data_10.00,200
4_window,1000.0,1051.4817357354261,155.229.120.199,26.106921119685875,44.432326369743386,1,metric_update10.00,200
8_window,1000.0,1052.1593813009763,231.201.155.38,26.104837957757397,44.43002311166442,1,metric_update10.00,200
0_brush,1000.0,1055.5815967614485,80.193.135.252,26.106591324807194,44.43551573075945,2,data_10.00,200
4_flower,1000.0,1056.7086194238832,39.32.121.125,26.106921119685875,44.432326369743386,2,data_10.00,200
1_brush,1000.0,1058.8233670982336,67.207.47.222,26.10444037846354,44.432319443958704,2,data_10.00,200
6_window,1000.0,1067.7302423802284,140.191.237.176,26.104576910698388,44.43074543443407,1,metric_update10.00,200
6_brush,1000.0,1073.7228942321474,196.13.185.180,26.104576910698388,44.43074543443407,2,data_10.00,200
5_brush,1000.0,1074.2769193609554,4.252.109.130,26.10510957003749,44.42902768419565,2,data_10.00,200
6_flower,1000.0,1075.0600647175772,79.204.163.154,26.104576910698388,44.43074543443407,2,data_10.00,200
5_window,1000.0,1077.0504443978764,237.217.104.49,26.10510957003749,44.42902768419565,1,metric_update10.00,200
7_flower,1000.0,1080.0273466282954,86.140.198.155,26.112436452911687,44.433620632074586,2,data_10.00,200
0_window,1000.0,1082.5305060362102,68.138.170.158,26.106591324807194,44.43551573075945,1,metric_update10.00,200
2_window,1000.0,1083.5067238180097,160.160.77.196,26.109754856898544,44.434120413052355,1,metric_update10.00,200
5_flower,1000.0,1083.747305107213,78.185.62.255,26.10510957003749,44.42902768419565,2,data_10.00,200
3_window,1000.0,1085.7443359298893,164.22.18.147,26.112236710835937,44.43399288260061,1,metric_update10.00,200
7_brush,1000.0,1089.61205162246,30.250.33.151,26.112436452911687,44.433620632074586,2,data_10.00,200
9_flower,1000.0,1091.0211887312225,206.184.31.157,26.104940326038395,44.43099410539787,2,data_10.00,200
8_brush,1000.0,1094.0049422866803,58.155.237.212,26.104837957757397,44.43002311166442,2,data_10.00,200
7_window,1000.0,1094.4572620710474,57.133.195.207,26.112436452911687,44.433620632074586,1,metric_update10.00,200
7_tv,1000.0,1110.1175236001586,132.127.217.180,26.112436452911687,44.433620632074586,2,data_10.00,200
9_tv,1000.0,1112.2329318034674,171.66.32.167,26.104940326038395,44.43099410539787,2,data_10.00,200
9_window,1000.0,1114.1235631962784,200.220.209.159,26.104940326038395,44.43099410539787,1,metric_update10.00,200
8_flower,1000.0,1115.5352299870817,220.17.16.193,26.104837957757397,44.43002311166442,2,data_10.00,200
9_brush,1000.0,1116.5915128595361,121.0.247.249,26.104940326038395,44.43099410539787,2,data_10.00,200
4_tv,1000.0,1125.7535937019395,116.39.60.163,26.106921119685875,44.432326369743386,2,data_10.00,200
8_tv,1000.0,1130.6978642846266,161.143.246.182,26.104837957757397,44.43002311166442,2,data_10.00,200
3_tv,1000.0,1133.0578460573886,135.116.9.169,26.112236710835937,44.43399288260061,2,data_10.00,200
1_tv,1000.0,1136.4532718388887,117.119.80.169,26.10444037846354,44.432319443958704,2,data_10.00,200
2_tv,1000.0,1140.1254123817491,130.112.80.168,26.109754856898544,44.434120413052355,2,data_10.00,200
0_tv,1000.0,1149.0172909258745,198.167.238.57,26.106591324807194,44.43551573075945,2,data_10.00,200
IoTHUB,1000.0,1150.2850382919514,127.128.23.45,26.10414240626916,44.42810022576185,1,statusupdatelog,200
4_tv,1125.7535937019395,1156.4576733456338,116.39.60.163,26.106921119685875,44.432326369743386,1,metric_update11.26,200
5_tv,1000.0,1158.467856571937,82.251.228.59,26.10510957003749,44.42902768419565,2,data_10.00,200
6_tv,1000.0,1161.8522213347894,242.107.71.118,26.104576910698388,44.43074543443407,2,data_10.00,200
3_tv,1133.0578460573886,1190.0019337553865,135.116.9.169,26.112236710835937,44.43399288260061,1,metric_update11.33,200
0_tv,1149.0172909258745,1191.1034912212776,198.167.238.57,26.106591324807194,44.43551573075945,1,metric_update11.49,200
5_tv,1158.467856571937,1198.8564369096564,82.251.228.59,26.10510957003749,44.42902768419565,1,metric_update11.58,200
6_tv,1161.8522213347894,1201.485459328637,242.107.71.118,26.104576910698388,44.43074543443407,1,metric_update11.62,200
7_tv,1110.1175236001586,1203.436116858022,132.127.217.180,26.112436452911687,44.433620632074586,1,metric_update11.10,200
1_tv,1136.4532718388887,1226.1582561858356,117.119.80.169,26.10444037846354,44.432319443958704,1,metric_update11.36,200
9_tv,1112.2329318034674,1231.083907530303,171.66.32.167,26.104940326038395,44.43099410539787,1,metric_update11.12,200
8_tv,1130.6978642846266,1234.2372364450182,161.143.246.182,26.104837957757397,44.43002311166442,1,metric_update11.31,200
2_tv,1140.1254123817491,1254.6291127351885,130.112.80.168,26.109754856898544,44.434120413052355,1,metric_update11.40,200
5_kettle,1400.0,1436.1079193698235,14.212.47.26,26.10510957003749,44.42902768419565,2,data_14.00,200
3_kettle,1400.0,1437.9195170489122,111.76.198.154,26.112236710835937,44.43399288260061,2,data_14.00,200
1_kettle,1400.0,1438.1704463694446,255.94.159.240,26.10444037846354,44.432319443958704,2,data_14.00,200
8_kettle,1400.0,1444.6559555644812,60.237.223.45,26.104837957757397,44.43002311166442,2,data_14.00,200
7_kettle,1400.0,1446.5967092265446,56.96.42.182,26.112436452911687,44.433620632074586,2,data_14.00,200
0_kettle,1400.0,1448.1448948109066,167.202.212.21,26.106591324807194,44.43551573075945,2,data_14.00,200
6_kettle,1400.0,1449.0271387665523,166.94.104.142,26.104576910698388,44.43074543443407,2,data_14.00,200
9_kettle,1400.0,1451.528365614164,48.190.180.95,26.104940326038395,44.43099410539787,2,data_14.00,200
2_kettle,1400.0,1455.3831113988456,255.1.207.153,26.109754856898544,44.434120413052355,2,data_14.00,200
4_kettle,1400.0,1457.1600947323798,195.51.232.97,26.106921119685875,44.432326369743386,2,data_14.00,200
5_kettle,1436.1079193698235,1474.4147814639696,14.212.47.26,26.10510957003749,44.42902768419565,1,metric_update14.36,200
8_kettle,1444.6559555644812,1474.9750675823816,60.237.223.45,26.104837957757397,44.43002311166442,1,metric_update14.45,200
1_kettle,1438.1704463694446,1493.0716665269472,255.94.159.240,26.10444037846354,44.432319443958704,1,metric_update14.38,200
6_kettle,1449.0271387665523,1502.6031123856437,166.94.104.142,26.104576910698388,44.43074543443407,1,metric_update14.49,200
3_kettle,1437.9195170489122,1506.0413365796476,111.76.198.154,26.112236710835937,44.43399288260061,1,metric_update14.38,200
4_kettle,1457.1600947323798,1525.651917440641,195.51.232.97,26.106921119685875,44.432326369743386,1,metric_update14.57,200
2_kettle,1455.3831113988456,1535.0343493002208,255.1.207.153,26.109754856898544,44.434120413052355,1,metric_update14.55,200
0_kettle,1448.1448948109066,1535.4850987680309,167.202.212.21,26.106591324807194,44.43551573075945,1,metric_update14.48,200
7_kettle,1446.5967092265446,1545.997439298311,56.96.42.182,26.112436452911687,44.433620632074586,1,metric_update14.47,200
9_kettle,1451.528365614164,1548.2391473654777,48.190.180.95,26.104940326038395,44.43099410539787,1,metric_update14.52,200
7_tv,1573.7228942321474,1604.0129852203977,132.127.217.180,26.112436452911687,44.433620632074586,2,data_15.74,200
9_tv,1574.2769193609554,1606.5342351631684,171.66.32.167,26.104940326038395,44.43099410539787,2,data_15.74,200
0_tv,1594.0049422866803,1628.4477558537048,198.167.238.57,26.106591324807194,44.43551573075945,2,data_15.94,200
2_tv,1583.747305107213,1630.1150137833786,130.112.80.168,26.109754856898544,44.434120413052355,2,data_15.84,200
3_tv,1575.0600647175772,1631.5532565165815,135.116.9.169,26.112236710835937,44.43399288260061,2,data_15.75,200
1_window,1600.0,1633.823365578464,149.167.109.121,26.10444037846354,44.432319443958704,2,data_16.00,200
1_tv,1580.0273466282954,1637.145203775092,117.119.80.169,26.10444037846354,44.432319443958704,2,data_15.80,200
4_tv,1591.0211887312225,1638.4964757259163,116.39.60.163,26.106921119685875,44.432326369743386,2,data_15.91,200
4_window,1600.0,1639.247750497904,155.229.120.199,26.106921119685875,44.432326369743386,2,data_16.00,200
8_tv,1589.61205162246,1644.6499022190405,161.143.246.182,26.104837957757397,44.43002311166442,2,data_15.90,200
8_window,1600.0,1657.896654367039,231.201.155.38,26.104837957757397,44.43002311166442,2,data_16.00,200
6_window,1600.0,1663.5019742589627,140.191.237.176,26.104576910698388,44.43074543443407,2,data_16.00,200
5_window,1600.0,1665.9336480303925,237.217.104.49,26.10510957003749,44.42902768419565,2,data_16.00,200
2_tv,1630.1150137833786,1669.3664397338393,130.112.80.168,26.109754856898544,44.434120413052355,1,metric_update16.30,200
2_window,1600.0,1673.744578211545,160.160.77.196,26.109754856898544,44.434120413052355,2,data_16.00,200
6_tv,1612.2329318034674,1675.3934930759863,242.107.71.118,26.104576910698388,44.43074543443407,2,data_16.12,200
0_tv,1628.4477558537048,1677.3546443042828,198.167.238.57,26.106591324807194,44.43551573075945,1,metric_update16.28,200
1_tv,1637.145203775092,1681.0550042249906,117.119.80.169,26.10444037846354,44.432319443958704,1,metric_update16.37,200
3_window,1600.0,1682.4432108829853,164.22.18.147,26.112236710835937,44.43399288260061,2,data_16.00,200
0_window,1600.0,1683.5185010395219,68.138.170.158,26.106591324807194,44.43551573075945,2,data_16.00,200
5_tv,1610.1175236001586,1693.570902096116,82.251.228.59,26.10510957003749,44.42902768419565,2,data_16.10,200
7_window,1600.0,1695.0416342459023,57.133.195.207,26.112436452911687,44.433620632074586,2,data_16.00,200
9_window,1600.0,1697.7826567138452,200.220.209.159,26.104940326038395,44.43099410539787,2,data_16.00,200
9_tv,1606.5342351631684,1713.9974675432497,171.66.32.167,26.104940326038395,44.43099410539787,1,metric_update16.07,200
7_tv,1604.0129852203977,1714.9213192072307,132.127.217.180,26.112436452911687,44.433620632074586,1,metric_update16.04,200
3_tv,1631.5532565165815,1741.1253796471724,135.116.9.169,26.112236710835937,44.43399288260061,1,metric_update16.32,200
4_tv,1638.4964757259163,1746.310988385713,116.39.60.163,26.106921119685875,44.432326369743386,1,metric_update16.38,200
5_tv,1693.570902096116,1753.4675942112947,82.251.228.59,26.10510957003749,44.42902768419565,1,metric_update16.94,200
8_tv,1644.6499022190405,1753.9773606387398,161.143.246.182,26.104837957757397,44.43002311166442,1,metric_update16.45,200
6_tv,1675.3934930759863,1771.6842955339437,242.107.71.118,26.104576910698388,44.43074543443407,1,metric_update16.75,200
2_flower,2000.0,2039.728606376266,16.67.90.16,26.109754856898544,44.434120413052355,1,metric_update20.00,200
4_flower,2000.0,2050.0190345791098,39.32.121.125,26.106921119685875,44.432326369743386,1,metric_update20.00,200
2_brush,2000.0,2054.0125138635026,28.17.247.53,26.109754856898544,44.434120413052355,1,metric_update20.00,200
2_flower,2039.728606376266,2083.5377034166345,16.67.90.16,26.109754856898544,44.434120413052355,2,data_20.40,200
2_brush,2054.0125138635026,2084.7224469045464,28.17.247.53,26.109754856898544,44.434120413052355,2,data_20.54,200
6_brush,2039.728606376266,2097.1957844367403,196.13.185.180,26.104576910698388,44.43074543443407,1,metric_update20.00,200
5_brush,2050.0190345791098,2100.502628445809,4.252.109.130,26.10510957003749,44.42902768419565,1,metric_update20.00,200
3_flower,2000.0,2100.8637058221925,28.142.174.233,26.112236710835937,44.43399288260061,1,metric_update20.00,200
6_flower,2054.0125138635026,2101.3941948129964,79.204.163.154,26.104576910698388,44.43074543443407,1,metric_update20.00,200
1_flower,2000.0,2102.2011625043424,102.63.28.151,26.10444037846354,44.432319443958704,1,metric_update20.00,200
0_flower,2000.0,2102.967438491695,80.142.186.215,26.106591324807194,44.43551573075945,1,metric_update20.00,200
1_brush,2000.0,2103.4927945037234,67.207.47.222,26.10444037846354,44.432319443958704,1,metric_update20.00,200
4_flower,2050.0190345791098,2103.8793995536957,39.32.121.125,26.106921119685875,44.432326369743386,2,data_20.50,200
0_brush,2000.0,2107.2733926204005,80.193.135.252,26.106591324807194,44.43551573075945,1,metric_update20.00,200
4_brush,2000.0,2107.765762553775,233.161.250.111,26.106921119685875,44.432326369743386,1,metric_update20.00,200
3_brush,2000.0,2108.495010461548,184.129.57.185,26.112236710835937,44.43399288260061,1,metric_update20.00,200
7_tv,2073.722894232147,2113.5707527680784,132.127.217.180,26.112436452911687,44.433620632074586,2,data_20.74,200
1_tv,2080.027346628295,2118.401096409951,117.119.80.169,26.10444037846354,44.432319443958704,2,data_20.80,200
9_tv,2074.2769193609556,2130.2075076218644,171.66.32.167,26.104940326038395,44.43099410539787,2,data_20.74,200
8_tv,2089.61205162246,2131.602403153262,161.143.246.182,26.104837957757397,44.43002311166442,2,data_20.90,200
2_tv,2083.747305107213,2132.9917572654417,130.112.80.168,26.109754856898544,44.434120413052355,2,data_20.84,200
3_tv,2075.060064717577,2134.066737839028,135.116.9.169,26.112236710835937,44.43399288260061,2,data_20.75,200
7_flower,2097.1957844367403,2137.576542103369,86.140.198.155,26.112436452911687,44.433620632074586,1,metric_update20.00,200
0_tv,2094.0049422866805,2140.0914142610422,198.167.238.57,26.106591324807194,44.43551573075945,2,data_20.94,200
8_flower,2102.967438491695,2142.7236677410187,220.17.16.193,26.104837957757397,44.43002311166442,1,metric_update20.00,200
7_brush,2100.8637058221925,2146.934809277714,30.250.33.151,26.112436452911687,44.433620632074586,1,metric_update20.00,200
4_tv,2091.0211887312225,2150.45567934717,116.39.60.163,26.106921119685875,44.432326369743386,2,data_20.91,200
8_kettle,2100.0,2155.1266157684204,60.237.223.45,26.104837957757397,44.43002311166442,2,data_21.00,200
6_brush,2097.1957844367403,2155.3728986464816,196.13.185.180,26.104576910698388,44.43074543443407,2,data_20.97,200
5_kettle,2100.0,2155.735751373277,14.212.47.26,26.10510957003749,44.42902768419565,2,data_21.00,200
8_brush,2102.2011625043424,2156.09313513141,58.155.237.212,26.104837957757397,44.43002311166442,1,metric_update20.00,200
4_kettle,2100.0,2163.0424956120005,195.51.232.97,26.106921119685875,44.432326369743386,2,data_21.00,200
1_window,2107.2733926204005,2165.5043508979497,149.167.109.121,26.10444037846354,44.432319443958704,1,metric_update20.00,200
1_kettle,2100.0,2165.6987377148494,255.94.159.240,26.10444037846354,44.432319443958704,2,data_21.00,200
6_kettle,2100.0,2167.849182806022,166.94.104.142,26.104576910698388,44.43074543443407,2,data_21.00,200
9_brush,2103.4927945037234,2172.6035327745412,121.0.247.249,26.104940326038395,44.43099410539787,1,metric_update20.00,200
3_kettle,2100.0,2182.865961668287,111.76.198.154,26.112236710835937,44.43399288260061,2,data_21.00,200
8_window,2108.495010461548,2184.5230858318014,231.201.155.38,26.104837957757397,44.43002311166442,1,metric_update20.00,200
9_kettle,2100.0,2187.22583010221,48.190.180.95,26.104940326038395,44.43099410539787,2,data_21.00,200
7_kettle,2100.0,2191.382323500608,56.96.42.182,26.112436452911687,44.433620632074586,2,data_21.00,200
0_kettle,2100.0,2191.6743142353876,167.202.212.21,26.106591324807194,44.43551573075945,2,data_21.00,200
2_kettle,2100.0,2191.8339928040004,255.1.207.153,26.109754856898544,44.434120413052355,2,data_21.00,200
4_window,2107.765762553775,2192.324559351328,155.229.120.199,26.106921119685875,44.432326369743386,1,metric_update20.00,200
IoTHUB,2000.0,2193.0815886048326,127.128.23.45,26.10414240626916,44.42810022576185,1,statusupdatelog,200
3_flower,2100.8637058221925,2195.6417524545545,28.142.174.233,26.112236710835937,44.43399288260061,2,data_21.01,200
1_flower,2102.2011625043424,2204.7084057611874,102.63.28.151,26.10444037846354,44.432319443958704,2,data_21.02,200
5_brush,2100.502628445809,2205.3000291938197,4.252.109.130,26.10510957003749,44.42902768419565,2,data_21.01,200
0_flower,2102.967438491695,2207.1277226722814,80.142.186.215,26.106591324807194,44.43551573075945,2,data_21.03,200
3_window,2156.09313513141,2214.3455431866623,164.22.18.147,26.112236710835937,44.43399288260061,1,metric_update20.00,200
6_window,2137.576542103369,2216.03722184172,140.191.237.176,26.104576910698388,44.43074543443407,1,metric_update20.00,200
5_flower,2100.502628445809,2217.8386834378093,78.185.62.255,26.10510957003749,44.42902768419565,1,metric_update20.00,200
9_flower,2101.3941948129964,2218.022283231536,206.184.31.157,26.104940326038395,44.43099410539787,1,metric_update20.00,200
6_flower,2101.3941948129964,2218.4829539971906,79.204.163.154,26.104576910698388,44.43074543443407,2,data_21.01,200
0_brush,2107.2733926204005,2221.0444640739843,80.193.135.252,26.106591324807194,44.43551573075945,2,data_21.07,200
1_brush,2103.4927945037234,2224.937973280019,67.207.47.222,26.10444037846354,44.432319443958704,2,data_21.03,200
4_brush,2107.765762553775,2233.995713513795,233.161.250.111,26.106921119685875,44.432326369743386,2,data_21.08,200
7_brush,2146.934809277714,2237.1399008632,30.250.33.151,26.112436452911687,44.433620632074586,2,data_21.47,200
2_window,2146.934809277714,2237.291374676684,160.160.77.196,26.109754856898544,44.434120413052355,1,metric_update20.00,200
7_window,2172.6035327745412,2239.3588945502706,57.133.195.207,26.112436452911687,44.433620632074586,1,metric_update20.00,200
5_window,2142.7236677410187,2239.4991747465715,237.217.104.49,26.10510957003749,44.42902768419565,1,metric_update20.00,200
9_window,2184.5230858318014,2241.1320540591364,200.220.209.159,26.104940326038395,44.43099410539787,1,metric_update20.00,200
7_flower,2137.576542103369,2242.1535311621824,86.140.198.155,26.112436452911687,44.433620632074586,2,data_21.38,200
8_flower,2142.7236677410187,2243.7369019981543,220.17.16.193,26.104837957757397,44.43002311166442,2,data_21.43,200
5_tv,2139.2477504979042,2244.107199933096,82.251.228.59,26.10510957003749,44.42902768419565,2,data_21.39,200
3_brush,2108.495010461548,2249.885224357293,184.129.57.185,26.112236710835937,44.43399288260061,2,data_21.08,200
6_tv,2144.6499022190405,2251.738145587891,242.107.71.118,26.104576910698388,44.43074543443407,2,data_21.45,200
0_window,2165.5043508979497,2260.2822345692052,68.138.170.158,26.106591324807194,44.43551573075945,1,metric_update20.00,200
5_flower,2217.8386834378093,2261.349015309692,78.185.62.255,26.10510957003749,44.42902768419565,2,data_22.18,200
8_brush,2156.09313513141,2262.432599704601,58.155.237.212,26.104837957757397,44.43002311166442,2,data_21.56,200
9_brush,2172.6035327745412,2264.3092580531284,121.0.247.249,26.104940326038395,44.43099410539787,2,data_21.73,200
1_tv,2214.3455431866623,2270.167777704866,117.119.80.169,26.10444037846354,44.432319443958704,1,metric_update21.18,200
9_flower,2218.022283231536,2278.191299091075,206.184.31.157,26.104940326038395,44.43099410539787,2,data_22.18,200
8_kettle,2241.1320540591364,2278.7636523643973,60.237.223.45,26.104837957757397,44.43002311166442,1,metric_update21.55,200
9_tv,2216.03722184172,2284.7271553408054,171.66.32.167,26.104940326038395,44.43099410539787,1,metric_update21.30,200
4_tv,2239.4991747465715,2284.7714004043964,116.39.60.163,26.106921119685875,44.432326369743386,1,metric_update21.50,200
8_tv,2217.8386834378093,2300.0373137454208,161.143.246.182,26.104837957757397,44.43002311166442,1,metric_update21.32,200
7_tv,2192.324559351328,2303.5770584672605,132.127.217.180,26.112436452911687,44.433620632074586,1,metric_update21.14,200
2_tv,2218.022283231536,2306.9457893648128,130.112.80.168,26.109754856898544,44.434120413052355,1,metric_update21.33,200
5_kettle,2260.2822345692052,2336.6729154615746,14.212.47.26,26.10510957003749,44.42902768419565,1,metric_update21.56,200
1_kettle,2278.7636523643973,2338.9305953512794,255.94.159.240,26.10444037846354,44.432319443958704,1,metric_update21.66,200
0_tv,2239.3588945502706,2341.0011229616807,198.167.238.57,26.106591324807194,44.43551573075945,1,metric_update21.40,200
3_tv,2237.291374676684,2348.397649001227,135.116.9.169,26.112236710835937,44.43399288260061,1,metric_update21.34,200
7_kettle,2303.5770584672605,2353.7947184070163,56.96.42.182,26.112436452911687,44.433620632074586,1,metric_update21.91,200
0_kettle,2306.9457893648128,2354.8674833102045,167.202.212.21,26.106591324807194,44.43551573075945,1,metric_update21.92,200
4_kettle,2270.167777704866,2357.1324547237873,195.51.232.97,26.106921119685875,44.432326369743386,1,metric_update21.63,200
2_kettle,2336.6729154615746,2368.871200356989,255.1.207.153,26.109754856898544,44.434120413052355,1,metric_update21.92,200
3_kettle,2284.7714004043964,2382.3738327830624,111.76.198.154,26.112236710835937,44.43399288260061,1,metric_update21.83,200
6_kettle,2284.7271553408054,2388.3852671491054,166.94.104.142,26.104576910698388,44.43074543443407,1,metric_update21.68,200
9_kettle,2300.0373137454208,2390.5889240955657,48.190.180.95,26.104940326038395,44.43099410539787,1,metric_update21.87,200
5_tv,2338.9305953512794,2390.966424318331,82.251.228.59,26.10510957003749,44.42902768419565,1,metric_update22.44,200
6_tv,2341.0011229616807,2413.763393941373,242.107.71.118,26.104576910698388,44.43074543443407,1,metric_update22.52,200
4_window,2400.0,2432.184846875537,155.229.120.199,26.106921119685875,44.432326369743386,2,data_24.00,200
8_window,2404.0129852203977,2446.4462155503293,231.201.155.38,26.104837957757397,44.43002311166442,2,data_24.04,200
6_window,2406.5342351631684,2455.4271965853,140.191.237.176,26.104576910698388,44.43074543443407,2,data_24.07,200
1_window,2400.0,2455.492130838742,149.167.109.121,26.10444037846354,44.432319443958704,2,data_24.00,200
5_window,2428.4477558537046,2464.2808129558957,237.217.104.49,26.10510957003749,44.42902768419565,2,data_24.28,200
9_window,2438.4964757259163,2468.662820270057,200.220.209.159,26.104940326038395,44.43099410539787,2,data_24.38,200
3_window,2433.8233655784643,2471.1428987658173,164.22.18.147,26.112236710835937,44.43399288260061,2,data_24.34,200
2_window,2431.5532565165813,2476.3845715868943,160.160.77.196,26.109754856898544,44.434120413052355,2,data_24.32,200
0_window,2430.1150137833783,2481.0056412980935,68.138.170.158,26.106591324807194,44.43551573075945,2,data_24.30,200
